invoiceno,customerid,invoicedate,total_amount
536385,17420.0,2010-01-12 09:56:00,17.0
536385,17420.0,2010-01-12 09:56:00,16.5
536386,16029.0,2010-01-12 09:57:00,178.20000000000002
536386,16029.0,2010-01-12 09:57:00,165.0
536386,16029.0,2010-01-12 09:57:00,165.0
536387,16029.0,2010-01-12 09:58:00,733.4399999999999
536387,16029.0,2010-01-12 09:58:00,647.04
536387,16029.0,2010-01-12 09:58:00,647.04
536387,16029.0,2010-01-12 09:58:00,626.4
536387,16029.0,2010-01-12 09:58:00,540.0
536388,16250.0,2010-01-12 09:59:00,17.85
536388,16250.0,2010-01-12 09:59:00,17.85
536388,16250.0,2010-01-12 09:59:00,15.9
536388,16250.0,2010-01-12 09:59:00,14.850000000000001
536388,16250.0,2010-01-12 09:59:00,12.75
536388,16250.0,2010-01-12 09:59:00,17.700000000000003
536388,16250.0,2010-01-12 09:59:00,19.799999999999997
536388,16250.0,2010-01-12 09:59:00,5.04
536388,16250.0,2010-01-12 09:59:00,10.2
536388,16250.0,2010-01-12 09:59:00,17.4
536388,16250.0,2010-01-12 09:59:00,10.2
536388,16250.0,2010-01-12 09:59:00,27.0
536388,16250.0,2010-01-12 09:59:00,19.799999999999997
536388,16250.0,2010-01-12 09:59:00,19.799999999999997
536389,12431.0,2010-01-12 10:03:00,51.0
536389,12431.0,2010-01-12 10:03:00,39.6
536389,12431.0,2010-01-12 10:03:00,15.0
536389,12431.0,2010-01-12 10:03:00,32.7
536389,12431.0,2010-01-12 10:03:00,25.4
536389,12431.0,2010-01-12 10:03:00,35.7
536389,12431.0,2010-01-12 10:03:00,17.85
536389,12431.0,2010-01-12 10:03:00,17.0
536389,12431.0,2010-01-12 10:03:00,15.0
536389,12431.0,2010-01-12 10:03:00,15.0
536389,12431.0,2010-01-12 10:03:00,17.0
536389,12431.0,2010-01-12 10:03:00,17.0
536389,12431.0,2010-01-12 10:03:00,39.599999999999994
536389,12431.0,2010-01-12 10:03:00,20.4
536390,17511.0,2010-01-12 10:19:00,17.0
536390,17511.0,2010-01-12 10:19:00,45.0
536390,17511.0,2010-01-12 10:19:00,17.4
536390,17511.0,2010-01-12 10:19:00,34.56
536390,17511.0,2010-01-12 10:19:00,34.56
536390,17511.0,2010-01-12 10:19:00,68.0
536390,17511.0,2010-01-12 10:19:00,92.16
536390,17511.0,2010-01-12 10:19:00,102.0
536390,17511.0,2010-01-12 10:19:00,28.8
536390,17511.0,2010-01-12 10:19:00,163.2
536390,17511.0,2010-01-12 10:19:00,72.0
536390,17511.0,2010-01-12 10:19:00,72.5
536390,17511.0,2010-01-12 10:19:00,51.0
536390,17511.0,2010-01-12 10:19:00,61.44
536390,17511.0,2010-01-12 10:19:00,61.44
536390,17511.0,2010-01-12 10:19:00,31.200000000000003
536390,17511.0,2010-01-12 10:19:00,46.08
536390,17511.0,2010-01-12 10:19:00,198.0
536390,17511.0,2010-01-12 10:19:00,102.0
536390,17511.0,2010-01-12 10:19:00,81.36
536390,17511.0,2010-01-12 10:19:00,90.0
536390,17511.0,2010-01-12 10:19:00,71.03999999999999
536390,17511.0,2010-01-12 10:19:00,120.0
536390,17511.0,2010-01-12 10:19:00,165.0
536392,13705.0,2010-01-12 10:29:00,11.7
536392,13705.0,2010-01-12 10:29:00,15.0
536392,13705.0,2010-01-12 10:29:00,15.0
536392,13705.0,2010-01-12 10:29:00,15.0
536392,13705.0,2010-01-12 10:29:00,165.0
536392,13705.0,2010-01-12 10:29:00,15.0
536392,13705.0,2010-01-12 10:29:00,15.0
536392,13705.0,2010-01-12 10:29:00,23.8
536392,13705.0,2010-01-12 10:29:00,27.04
536392,13705.0,2010-01-12 10:29:00,15.600000000000001
536393,13747.0,2010-01-12 10:37:00,79.6
536394,13408.0,2010-01-12 10:39:00,10.08
536394,13408.0,2010-01-12 10:39:00,177.60000000000002
536394,13408.0,2010-01-12 10:39:00,177.60000000000002
536394,13408.0,2010-01-12 10:39:00,177.60000000000002
536394,13408.0,2010-01-12 10:39:00,177.60000000000002
536394,13408.0,2010-01-12 10:39:00,59.400000000000006
536394,13408.0,2010-01-12 10:39:00,45.0
536394,13408.0,2010-01-12 10:39:00,60.0
536394,13408.0,2010-01-12 10:39:00,25.200000000000003
536394,13408.0,2010-01-12 10:39:00,81.6
536394,13408.0,2010-01-12 10:39:00,33.0
536395,13767.0,2010-01-12 10:47:00,31.6
536395,13767.0,2010-01-12 10:47:00,54.08
536395,13767.0,2010-01-12 10:47:00,13.200000000000001
536395,13767.0,2010-01-12 10:47:00,13.200000000000001
536395,13767.0,2010-01-12 10:47:00,13.200000000000001
536395,13767.0,2010-01-12 10:47:00,27.6
536395,13767.0,2010-01-12 10:47:00,16.8
536395,13767.0,2010-01-12 10:47:00,15.0
536395,13767.0,2010-01-12 10:47:00,30.0
536395,13767.0,2010-01-12 10:47:00,30.0
536395,13767.0,2010-01-12 10:47:00,30.0
536395,13767.0,2010-01-12 10:47:00,31.6
536395,13767.0,2010-01-12 10:47:00,100.80000000000001
536395,13767.0,2010-01-12 10:47:00,100.80000000000001
536396,17850.0,2010-01-12 10:51:00,15.299999999999999
536396,17850.0,2010-01-12 10:51:00,20.34
536396,17850.0,2010-01-12 10:51:00,22.0
536396,17850.0,2010-01-12 10:51:00,29.700000000000003
536396,17850.0,2010-01-12 10:51:00,29.700000000000003
536396,17850.0,2010-01-12 10:51:00,6.36
536396,17850.0,2010-01-12 10:51:00,6.36
536396,17850.0,2010-01-12 10:51:00,6.36
536396,17850.0,2010-01-12 10:51:00,6.36
536396,17850.0,2010-01-12 10:51:00,9.9
536396,17850.0,2010-01-12 10:51:00,27.8
536396,17850.0,2010-01-12 10:51:00,12.600000000000001
536396,17850.0,2010-01-12 10:51:00,30.599999999999998
536396,17850.0,2010-01-12 10:51:00,20.34
536396,17850.0,2010-01-12 10:51:00,20.34
536396,17850.0,2010-01-12 10:51:00,15.3
536396,17850.0,2010-01-12 10:51:00,71.5
536396,17850.0,2010-01-12 10:51:00,25.5
536397,17924.0,2010-01-12 10:51:00,55.800000000000004
536397,17924.0,2010-01-12 10:51:00,223.20000000000002
536398,13448.0,2010-01-12 10:52:00,6.959999999999999
536398,13448.0,2010-01-12 10:52:00,17.700000000000003
536398,13448.0,2010-01-12 10:52:00,27.0
536398,13448.0,2010-01-12 10:52:00,20.4
536398,13448.0,2010-01-12 10:52:00,51.0
536398,13448.0,2010-01-12 10:52:00,15.9
536398,13448.0,2010-01-12 10:52:00,25.200000000000003
536398,13448.0,2010-01-12 10:52:00,25.200000000000003
536398,13448.0,2010-01-12 10:52:00,25.200000000000003
536398,13448.0,2010-01-12 10:52:00,15.0
536398,13448.0,2010-01-12 10:52:00,19.799999999999997
536398,13448.0,2010-01-12 10:52:00,20.1
536398,13448.0,2010-01-12 10:52:00,15.8
536398,13448.0,2010-01-12 10:52:00,37.2
536398,13448.0,2010-01-12 10:52:00,44.550000000000004
536398,13448.0,2010-01-12 10:52:00,15.0
536398,13448.0,2010-01-12 10:52:00,44.550000000000004
536399,17850.0,2010-01-12 10:52:00,11.100000000000001
536399,17850.0,2010-01-12 10:52:00,11.100000000000001
536400,13448.0,2010-01-12 10:53:00,17.4
536401,15862.0,2010-01-12 11:21:00,2.55
536401,15862.0,2010-01-12 11:21:00,1.25
536401,15862.0,2010-01-12 11:21:00,2.5
536401,15862.0,2010-01-12 11:21:00,2.95
536401,15862.0,2010-01-12 11:21:00,3.35
536401,15862.0,2010-01-12 11:21:00,1.45
536401,15862.0,2010-01-12 11:21:00,1.25
536401,15862.0,2010-01-12 11:21:00,2.5
536401,15862.0,2010-01-12 11:21:00,1.65
536401,15862.0,2010-01-12 11:21:00,5.8
536401,15862.0,2010-01-12 11:21:00,1.25
536401,15862.0,2010-01-12 11:21:00,4.95
536401,15862.0,2010-01-12 11:21:00,7.5
536401,15862.0,2010-01-12 11:21:00,2.5
536401,15862.0,2010-01-12 11:21:00,19.9
536401,15862.0,2010-01-12 11:21:00,9.95
536401,15862.0,2010-01-12 11:21:00,5.95
536401,15862.0,2010-01-12 11:21:00,4.25
536401,15862.0,2010-01-12 11:21:00,14.850000000000001
536401,15862.0,2010-01-12 11:21:00,2.55
536401,15862.0,2010-01-12 11:21:00,2.95
536401,15862.0,2010-01-12 11:21:00,3.38
536401,15862.0,2010-01-12 11:21:00,7.95
536401,15862.0,2010-01-12 11:21:00,0.55
536401,15862.0,2010-01-12 11:21:00,0.55
536401,15862.0,2010-01-12 11:21:00,1.1
536401,15862.0,2010-01-12 11:21:00,11.8
536401,15862.0,2010-01-12 11:21:00,4.2
536401,15862.0,2010-01-12 11:21:00,2.1
536401,15862.0,2010-01-12 11:21:00,1.25
536401,15862.0,2010-01-12 11:21:00,0.85
536401,15862.0,2010-01-12 11:21:00,1.6500000000000001
536401,15862.0,2010-01-12 11:21:00,2.95
536401,15862.0,2010-01-12 11:21:00,2.95
536401,15862.0,2010-01-12 11:21:00,2.5
536401,15862.0,2010-01-12 11:21:00,3.75
536401,15862.0,2010-01-12 11:21:00,1.25
536401,15862.0,2010-01-12 11:21:00,1.25
536401,15862.0,2010-01-12 11:21:00,3.3
536401,15862.0,2010-01-12 11:21:00,5.9
536401,15862.0,2010-01-12 11:21:00,5.9
536401,15862.0,2010-01-12 11:21:00,5.95
536401,15862.0,2010-01-12 11:21:00,1.25
536401,15862.0,2010-01-12 11:21:00,5.1
536401,15862.0,2010-01-12 11:21:00,7.6499999999999995
536401,15862.0,2010-01-12 11:21:00,1.65
536401,15862.0,2010-01-12 11:21:00,11.8
536401,15862.0,2010-01-12 11:21:00,8.850000000000001
536401,15862.0,2010-01-12 11:21:00,5.95
536401,15862.0,2010-01-12 11:21:00,7.95
536401,15862.0,2010-01-12 11:21:00,1.65
536401,15862.0,2010-01-12 11:21:00,3.3
536401,15862.0,2010-01-12 11:21:00,1.65
536401,15862.0,2010-01-12 11:21:00,1.65
536401,15862.0,2010-01-12 11:21:00,12.75
536401,15862.0,2010-01-12 11:21:00,8.850000000000001
536401,15862.0,2010-01-12 11:21:00,8.850000000000001
536401,15862.0,2010-01-12 11:21:00,22.95
536401,15862.0,2010-01-12 11:21:00,16.95
536401,15862.0,2010-01-12 11:21:00,11.8
536401,15862.0,2010-01-12 11:21:00,10.65
536401,15862.0,2010-01-12 11:21:00,4.25
536401,15862.0,2010-01-12 11:21:00,13.9
536401,15862.0,2010-01-12 11:21:00,11.9
536402,15513.0,2010-01-12 11:22:00,102.0
536402,15513.0,2010-01-12 11:22:00,102.0
536402,15513.0,2010-01-12 11:22:00,153.0
536403,12791.0,2010-01-12 11:27:00,177.60000000000002
536403,12791.0,2010-01-12 11:27:00,15.0
536404,16218.0,2010-01-12 11:29:00,30.0
536404,16218.0,2010-01-12 11:29:00,15.0
536404,16218.0,2010-01-12 11:29:00,15.0
536404,16218.0,2010-01-12 11:29:00,15.0
536404,16218.0,2010-01-12 11:29:00,15.0
536404,16218.0,2010-01-12 11:29:00,19.799999999999997
536404,16218.0,2010-01-12 11:29:00,30.599999999999998
536404,16218.0,2010-01-12 11:29:00,15.0
536404,16218.0,2010-01-12 11:29:00,15.0
536404,16218.0,2010-01-12 11:29:00,15.0
536404,16218.0,2010-01-12 11:29:00,15.0
536404,16218.0,2010-01-12 11:29:00,15.0
536404,16218.0,2010-01-12 11:29:00,15.0
536404,16218.0,2010-01-12 11:29:00,10.2
536404,16218.0,2010-01-12 11:29:00,10.2
536404,16218.0,2010-01-12 11:29:00,10.2
536404,16218.0,2010-01-12 11:29:00,15.0
536404,16218.0,2010-01-12 11:29:00,15.0
536404,16218.0,2010-01-12 11:29:00,25.200000000000003
536404,16218.0,2010-01-12 11:29:00,13.200000000000001
536404,16218.0,2010-01-12 11:29:00,13.200000000000001
536404,16218.0,2010-01-12 11:29:00,13.200000000000001
536404,16218.0,2010-01-12 11:29:00,13.200000000000001
536404,16218.0,2010-01-12 11:29:00,13.200000000000001
536404,16218.0,2010-01-12 11:29:00,16.5
536404,16218.0,2010-01-12 11:29:00,16.5
536404,16218.0,2010-01-12 11:29:00,16.5
536404,16218.0,2010-01-12 11:29:00,39.599999999999994
536405,14045.0,2010-01-12 11:32:00,326.4
536406,17850.0,2010-01-12 11:33:00,20.4
536406,17850.0,2010-01-12 11:33:00,27.12
536406,17850.0,2010-01-12 11:33:00,22.0
536406,17850.0,2010-01-12 11:33:00,29.700000000000003
536406,17850.0,2010-01-12 11:33:00,6.36
536406,17850.0,2010-01-12 11:33:00,6.36
536406,17850.0,2010-01-12 11:33:00,6.36
536406,17850.0,2010-01-12 11:33:00,6.36
536406,17850.0,2010-01-12 11:33:00,19.8
536406,17850.0,2010-01-12 11:33:00,27.8
536406,17850.0,2010-01-12 11:33:00,12.600000000000001
536406,17850.0,2010-01-12 11:33:00,15.299999999999999
536406,17850.0,2010-01-12 11:33:00,20.34
536406,17850.0,2010-01-12 11:33:00,20.34
536406,17850.0,2010-01-12 11:33:00,15.3
536406,17850.0,2010-01-12 11:33:00,71.5
536406,17850.0,2010-01-12 11:33:00,25.5
536407,17850.0,2010-01-12 11:34:00,11.100000000000001
536407,17850.0,2010-01-12 11:34:00,11.100000000000001
536408,14307.0,2010-01-12 11:41:00,10.08
536408,14307.0,2010-01-12 11:41:00,10.08
536408,14307.0,2010-01-12 11:41:00,10.2
536408,14307.0,2010-01-12 11:41:00,19.799999999999997
536408,14307.0,2010-01-12 11:41:00,15.0
536408,14307.0,2010-01-12 11:41:00,15.0
536408,14307.0,2010-01-12 11:41:00,10.2
536408,14307.0,2010-01-12 11:41:00,23.4
536408,14307.0,2010-01-12 11:41:00,15.8
536408,14307.0,2010-01-12 11:41:00,15.0
536408,14307.0,2010-01-12 11:41:00,15.0
536408,14307.0,2010-01-12 11:41:00,12.600000000000001
536408,14307.0,2010-01-12 11:41:00,25.200000000000003
536408,14307.0,2010-01-12 11:41:00,20.4
536408,14307.0,2010-01-12 11:41:00,15.0
536408,14307.0,2010-01-12 11:41:00,11.399999999999999
536408,14307.0,2010-01-12 11:41:00,17.700000000000003
536408,14307.0,2010-01-12 11:41:00,19.799999999999997
536408,14307.0,2010-01-12 11:41:00,9.899999999999999
536408,14307.0,2010-01-12 11:41:00,15.9
536408,14307.0,2010-01-12 11:41:00,15.9
536408,14307.0,2010-01-12 11:41:00,19.799999999999997
536408,14307.0,2010-01-12 11:41:00,10.2
536408,14307.0,2010-01-12 11:41:00,13.52
536408,14307.0,2010-01-12 11:41:00,17.85
536408,14307.0,2010-01-12 11:41:00,17.85
536408,14307.0,2010-01-12 11:41:00,23.6
536408,14307.0,2010-01-12 11:41:00,30.599999999999998
536408,14307.0,2010-01-12 11:41:00,5.04
536408,14307.0,2010-01-12 11:41:00,10.5
536408,14307.0,2010-01-12 11:41:00,17.0
536408,14307.0,2010-01-12 11:41:00,17.85
536408,14307.0,2010-01-12 11:41:00,17.85
536408,14307.0,2010-01-12 11:41:00,22.5
536408,14307.0,2010-01-12 11:41:00,13.200000000000001
536408,14307.0,2010-01-12 11:41:00,17.4
536408,14307.0,2010-01-12 11:41:00,14.850000000000001
536408,14307.0,2010-01-12 11:41:00,19.799999999999997
536408,14307.0,2010-01-12 11:41:00,6.3
536408,14307.0,2010-01-12 11:41:00,5.04
536408,14307.0,2010-01-12 11:41:00,23.4
536408,14307.0,2010-01-12 11:41:00,15.299999999999999
536408,14307.0,2010-01-12 11:41:00,30.599999999999998
536408,14307.0,2010-01-12 11:41:00,16.5
536408,14307.0,2010-01-12 11:41:00,23.400000000000002
536408,14307.0,2010-01-12 11:41:00,15.0
536408,14307.0,2010-01-12 11:41:00,15.0
536408,14307.0,2010-01-12 11:41:00,19.799999999999997
536409,17908.0,2010-01-12 11:45:00,19.049999999999997
536409,17908.0,2010-01-12 11:45:00,3.75
536409,17908.0,2010-01-12 11:45:00,4.95
536409,17908.0,2010-01-12 11:45:00,6.75
536409,17908.0,2010-01-12 11:45:00,1.25
536409,17908.0,2010-01-12 11:45:00,1.65
536409,17908.0,2010-01-12 11:45:00,2.1
536409,17908.0,2010-01-12 11:45:00,3.75
536409,17908.0,2010-01-12 11:45:00,2.1
536409,17908.0,2010-01-12 11:45:00,2.1
536409,17908.0,2010-01-12 11:45:00,2.95
536409,17908.0,2010-01-12 11:45:00,1.25
536409,17908.0,2010-01-12 11:45:00,1.25
536409,17908.0,2010-01-12 11:45:00,2.95
536409,17908.0,2010-01-12 11:45:00,2.95
536409,17908.0,2010-01-12 11:45:00,6.35
536409,17908.0,2010-01-12 11:45:00,7.95
536409,17908.0,2010-01-12 11:45:00,4.25
536409,17908.0,2010-01-12 11:45:00,3.75
536409,17908.0,2010-01-12 11:45:00,10.5
536409,17908.0,2010-01-12 11:45:00,0.42
536409,17908.0,2010-01-12 11:45:00,1.25
536409,17908.0,2010-01-12 11:45:00,6.75
536409,17908.0,2010-01-12 11:45:00,5.1
536409,17908.0,2010-01-12 11:45:00,5.1
536409,17908.0,2010-01-12 11:45:00,2.95
536409,17908.0,2010-01-12 11:45:00,8.850000000000001
536409,17908.0,2010-01-12 11:45:00,3.9
536409,17908.0,2010-01-12 11:45:00,15.0
536409,17908.0,2010-01-12 11:45:00,5.88
536409,17908.0,2010-01-12 11:45:00,2.88
536409,17908.0,2010-01-12 11:45:00,5.95
536409,17908.0,2010-01-12 11:45:00,1.25
536409,17908.0,2010-01-12 11:45:00,1.65
536409,17908.0,2010-01-12 11:45:00,7.800000000000001
536409,17908.0,2010-01-12 11:45:00,5.95
536409,17908.0,2010-01-12 11:45:00,1.65
536409,17908.0,2010-01-12 11:45:00,2.95
536409,17908.0,2010-01-12 11:45:00,1.95
536409,17908.0,2010-01-12 11:45:00,2.5
536409,17908.0,2010-01-12 11:45:00,4.95
536409,17908.0,2010-01-12 11:45:00,12.7
536409,17908.0,2010-01-12 11:45:00,2.1
536409,17908.0,2010-01-12 11:45:00,1.65
536409,17908.0,2010-01-12 11:45:00,4.35
536409,17908.0,2010-01-12 11:45:00,4.35
536409,17908.0,2010-01-12 11:45:00,2.52
536409,17908.0,2010-01-12 11:45:00,1.7
536409,17908.0,2010-01-12 11:45:00,3.9
536409,17908.0,2010-01-12 11:45:00,1.95
536409,17908.0,2010-01-12 11:45:00,1.25
536409,17908.0,2010-01-12 11:45:00,0.85
536409,17908.0,2010-01-12 11:45:00,3.4799999999999995
536409,17908.0,2010-01-12 11:45:00,4.95
536412,17920.0,2010-01-12 11:49:00,4.949999999999999
536412,17920.0,2010-01-12 11:49:00,4.949999999999999
536412,17920.0,2010-01-12 11:49:00,2.95
536412,17920.0,2010-01-12 11:49:00,6.6
536412,17920.0,2010-01-12 11:49:00,4.949999999999999
536412,17920.0,2010-01-12 11:49:00,4.949999999999999
536412,17920.0,2010-01-12 11:49:00,2.95
536412,17920.0,2010-01-12 11:49:00,2.95
536412,17920.0,2010-01-12 11:49:00,1.95
